Link,Tiêu đề,Địa chỉ,Địa chỉ 1,Địa chỉ 2,Mức giá,Giá/m²,Số phòng ngủ,Huyện,Diện tích,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số toilet,Pháp lý,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,Latitude,Longitude
https://batdongsan.com.vn/ban-nha-rieng-duong-ham-nghi-phuong-my-dinh-1-14/thuc-su-hiem-ban-phan-lo-cao-cap-inh-1-dt-60m2-x5t-mt-5m-gara-oto-tranh-pr45890788,"Thực sự hiếm! Bán nhà Phân Lô cao cấp Hàm Nghi, Mỹ Đình 1 - DT 60m2 x5T, MT 5m - Gara oto tránh","Đường Hàm Nghi, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội | (Phường Từ Liêm, Hà Nội mới)","Đường Hàm Nghi, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","(Phường Từ Liêm, Hà Nội mới)","24,8 tỷ","~413,33 triệu/m²",4 phòng,Nam Từ Liêm,60 m²,5 m,10 m,,,5 tầng,,Sổ đỏ/ Sổ hồng,10/06/2026,20/06/2026,Tin VIP Bạc,45890788,21.0352314989891,105.764329481716
https://batdongsan.com.vn/ban-dat-duong-le-xa-xa-mai-lam-10/chuyen-nhuong-103-6m-at-tho-ong-anh-nay-thuoc-ong-anh-ha-noi-pr45884927,"Chuyển nhượng 103.6m2 đất thổ Mai Lâm, Đông Anh (nay thuộc xã Đông Anh - Hà Nội)","Đường Lê Xá, Xã Mai Lâm, Huyện Đông Anh, Hà Nội | (Xã Đông Anh, Hà Nội mới)","Đường Lê Xá, Xã Mai Lâm, Huyện Đông Anh, Hà Nội","(Xã Đông Anh, Hà Nội mới)",64 triệu/m²,"~6,63 tỷ",,Đông Anh,"103,6 m²","12,8 m","2,2 m",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,10/06/2026,17/06/2026,Tin VIP Bạc,45884927,21.0837541131454,105.879955484645
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-xien-phuong-thanh-xuan-bac-5/sieu-pham-lo-goc-o-to-tranh-xay-toa-vp-inh-101m-gia-40-ty-pr45487504,Siêu phẩm Nguyễn Xiển - lô góc ô tô tránh - xây tòa VP đỉnh - 101m2 giá 37 tỷ,"Đường Nguyễn Xiển, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội | (Phường Thanh Xuân, Hà Nội mới)","Đường Nguyễn Xiển, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội","(Phường Thanh Xuân, Hà Nội mới)",37 tỷ,"~366,34 triệu/m²",,Thanh Xuân,101 m²,7 m,5 m,,,2 tầng,,Sổ đỏ/ Sổ hồng,10/06/2026,17/06/2026,Tin VIP Bạc,45487504,20.9912867850931,105.802701603429
https://batdongsan.com.vn/ban-dat-xa-hoang-van-thu-5/ban-lo-goc-2-mat-tien-80m-full-tho-cu-chuong-my-nay-la-tran-phu-san-so-pr45890113,"Bán lô góc 2 mặt tiền 80m² full thổ cư Hoàng Văn Thụ, Chương Mỹ, này là Trần Phú, sẵn sổ","Xã Hoàng Văn Thụ, Huyện Chương Mỹ, Hà Nội | (Xã Trần Phú, Hà Nội mới)","Xã Hoàng Văn Thụ, Huyện Chương Mỹ, Hà Nội","(Xã Trần Phú, Hà Nội mới)",Thỏa thuận,,,Chương Mỹ,80 m²,,,,,,,Sổ đỏ/sổ Hồng,10/06/2026,20/06/2026,Tin VIP Bạc,45890113,20.8563431366704,105.635760283975
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-nhu-tiep-phuong-bo-de-9/ban-tai-14-8-ty-57m2-hang-hiem-tai-long-bien-ha-noi-pr44644159,"Nhà riêng bán tại Hoàng Như Tiếp, 16,9 tỷ, 57m2, hàng hiếm tại Long Biên, Hà Nội","Đường Hoàng Như Tiếp, Phường Bồ Đề, Quận Long Biên, Hà Nội | (Phường Bồ Đề, Hà Nội mới)","Đường Hoàng Như Tiếp, Phường Bồ Đề, Quận Long Biên, Hà Nội","(Phường Bồ Đề, Hà Nội mới)","16,9 tỷ","~296,49 triệu/m²",4 phòng,Long Biên,57 m²,35 m,4 m,,,4 tầng,,Sổ đỏ/ Sổ hồng,10/06/2026,25/06/2026,Tin VIP Bạc,44644159,21.0405890743624,105.877932638139
https://batdongsan.com.vn/ban-nha-rieng-duong-ho-tung-mau-phuong-dich-vong-7/ban-10-ty-40m2-tai-cau-giay-ha-noi-gia-cuc-chat-pr44815914,"Bán nhà riêng 10 tỷ, 40m2 tại Hồ Tùng Mậu, Dịch Vọng, Cầu Giấy, Hà Nội, giá cực chất","Đường Hồ Tùng Mậu, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội | (Phường Cầu Giấy, Hà Nội mới)","Đường Hồ Tùng Mậu, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội","(Phường Cầu Giấy, Hà Nội mới)",10 tỷ,~250 triệu/m²,5 phòng,Cầu Giấy,40 m²,4 m,3 m,Đông - Nam,Đông - Nam,5 tầng,,Sổ đỏ/ Sổ hồng,10/06/2026,17/06/2026,Tin VIP Bạc,44815914,21.0376529635271,105.774086231913
https://batdongsan.com.vn/ban-nha-rieng-duong-vuong-thua-vu-phuong-khuong-trung-5/chinh-chu-ban-31-vu-pr45490745,Chính chủ cần bán nhanh nhà 31 Vương Thừa Vũ. 0904 962 ***,"31, Đường Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội | (Phường Khương Đình, Hà Nội mới)","31, Đường Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","(Phường Khương Đình, Hà Nội mới)","29,2 tỷ","~559,39 triệu/m²",,Thanh Xuân,"52,2 m²",5 m,5 m,Tây - Bắc,,2 tầng,,Sổ đỏ/ Sổ hồng,10/06/2026,25/06/2026,Tin VIP Bạc,45490745,20.9974570253385,105.821726316984
https://batdongsan.com.vn/ban-dat-xa-thanh-my-3/cc-ban-600m-500m2-tho-cu-odt-phuong-tung-thien-gia-10-8tr-m2-cach-vanh-ai-5-chi-100m-pr45889194,"CC bán 600m2, 500m2 thổ cư ODT phường Tùng Thiện. Giá 10,8 triệu/m², cách Vành Đai 5 chỉ 100m","Xã Thanh Mỹ, Thị xã Sơn Tây, Hà Nội | (Phường Tùng Thiện, Hà Nội mới)","Xã Thanh Mỹ, Thị xã Sơn Tây, Hà Nội","(Phường Tùng Thiện, Hà Nội mới)","10,8 triệu/m²","~6,48 tỷ",,Sơn Tây,600 m²,,,,,,,Sổ đỏ/ Sổ hồng,10/06/2026,25/06/2026,Tin VIP Bạc,45889194,21.1147331704891,105.468255802989
https://batdongsan.com.vn/ban-nha-rieng-phuong-thach-ban-1/thang-may-6-tang-long-bien-o-to-vao-gan-aeon-mall-gia-8-9-ty-pr45888466,"Bán nhà thang máy 6 tầng Thạch Bàn - Long Biên, ô tô vào nhà, gần Aeon Mall, giá 8,9 tỷ","Phường Thạch Bàn, Quận Long Biên, Hà Nội | (Phường Long Biên, Hà Nội mới)","Phường Thạch Bàn, Quận Long Biên, Hà Nội","(Phường Long Biên, Hà Nội mới)","8,9 tỷ","~247,22 triệu/m²",4 phòng,Long Biên,36 m²,5 m,,,,6 tầng,,Sổ đỏ/ Sổ hồng,10/06/2026,17/06/2026,Tin VIP Bạc,45888466,21.0210586229026,105.917641693284
https://batdongsan.com.vn/ban-dat-xa-phu-man/ban-quy-at-lon-5-876m2-lam-nghi-duong-phan-lo-cuc-tiem-nang-tai-co-rua-man-pr45146361,"Bán đất lớn 5.876m2 làm nghỉ dưỡng & phân lô cực tiềm năng tại Cổ Rùa, Phú Mãn","Xã Phú Mãn, Huyện Quốc Oai, Hà Nội | (Xã Phú Cát, Hà Nội mới)","Xã Phú Mãn, Huyện Quốc Oai, Hà Nội","(Xã Phú Cát, Hà Nội mới)",Thỏa thuận,,,Quốc Oai,5.876 m²,100 m,7 m,,,,,Sổ đỏ/ Sổ hồng,10/06/2026,25/06/2026,Tin VIP Bạc,45146361,20.952561025017,105.528463588939
https://batdongsan.com.vn/ban-nha-rieng-duong-duong-quang-ham-phuong-nghia-do-1-7/ban-gap-cau-giay-vi-tri-vang-gan-nhieu-truong-h-nhinh-10-ty-au-tu-hay-o-eu-inh-pr45887553,Bán gấp nhà riêng Cầu Giấy - Vị trí vàng - Gần nhiều trường ĐH - nhỉnh 10 tỷ đầu tư hay ở đều đỉnh,"Đường Dương Quảng Hàm, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội | (Phường Nghĩa Đô, Hà Nội mới)","Đường Dương Quảng Hàm, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","(Phường Nghĩa Đô, Hà Nội mới)",Thỏa thuận,,4 phòng,Cầu Giấy,35 m²,"3,5 m",,,,5 tầng,,Sổ đỏ/ Sổ hồng,10/06/2026,25/06/2026,Tin VIP Bạc,45887553,21.0350188684812,105.799995908107
https://batdongsan.com.vn/ban-nha-rieng-pho-nguy-nhu-kon-tum_1-phuong-nhan-chinh-5/tum-phan-lo-55m2-17-2-ty-o-to-2-thoang-ngo-thong-gia-tot-pr45887594,"Nguỵ Như Kon Tum phân lô - 55m² 17,2 tỷ - ô tô - 2 thoáng - ngõ thông - giá tốt","Phố Ngụy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội | (Phường Thanh Xuân, Hà Nội mới)","Phố Ngụy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","(Phường Thanh Xuân, Hà Nội mới)","17,2 tỷ","~312,73 triệu/m²",4 phòng,Thanh Xuân,55 m²,"4,5 m",,,,5 tầng,,Sổ đỏ/ Sổ hồng,10/06/2026,17/06/2026,Tin VIP Bạc,45887594,20.9989677951811,105.800975603981
https://batdongsan.com.vn/ban-dat-duong-vanh-dai-4-xa-dong-la-21/ban-nha-mat-uong-vieu-ho-va-nhin-cong-truong-hoc-cap-1-ong-hoai-uc-hn-nha-cho-thue-kinh-doan-pr45568227,Bán nhà mặt đường Vieu hồ và nhìn cổng trường học cấp 1 Đông La Hoài Đức HN nhà cho thuê kinh doanh,"Đường Vành Đai 4, Xã Đông La, Huyện Hoài Đức, Hà Nội | (Xã An Khánh, Hà Nội mới)","Đường Vành Đai 4, Xã Đông La, Huyện Hoài Đức, Hà Nội","(Xã An Khánh, Hà Nội mới)",Thỏa thuận,,,Hoài Đức,60 m²,"4,8 m",15 m,Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,10/06/2026,17/06/2026,Tin VIP Bạc,45568227,20.8986423302541,105.926076344119
https://batdongsan.com.vn/ban-nha-rieng-pho-lac-trung-phuong-vinh-tuy-4/phan-lo-5-tang-thang-may-o-to-o-cua-dan-xay-o-full-noi-that-pr45847364,Phân lô Lạc Trung 5 tầng thang máy ô tô đỗ cửa nhà dân xây ở full nội thất,"Phố Lạc Trung, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội | (Phường Vĩnh Tuy, Hà Nội mới)","Phố Lạc Trung, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội","(Phường Vĩnh Tuy, Hà Nội mới)","15,5 tỷ","~292,45 triệu/m²",,Hai Bà Trưng,53 m²,,,,,,,Sổ đỏ/ Sổ hồng,10/06/2026,20/06/2026,Tin VIP Bạc,45847364,21.0030785883403,105.865805119812
https://batdongsan.com.vn/ban-nha-rieng-pho-nha-chung-phuong-hang-trong-1/hiem-co-kho-tim-cho-au-tu-loi-hoan-kiem-100m-2-tang-mt-5m-chi-37-5-ty-pr45887010,Hiếm có khó tìm cho nhà đầu tư nhà phố Nhà Chung lõi Hoàn Kiếm 100m2 2 tầng MT ~5m chỉ 37.5 tỷ,"Phố Nhà Chung, Phường Hàng Trống, Quận Hoàn Kiếm, Hà Nội | (Phường Hoàn Kiếm, Hà Nội mới)","Phố Nhà Chung, Phường Hàng Trống, Quận Hoàn Kiếm, Hà Nội","(Phường Hoàn Kiếm, Hà Nội mới)","37,5 tỷ",~375 triệu/m²,2 phòng,Hoàn Kiếm,100 m²,"4,5 m",3 m,,,1 tầng,,Sổ đỏ/ Sổ hồng,10/06/2026,20/06/2026,Tin VIP Bạc,45887010,21.028000170916,105.850017877763
https://batdongsan.com.vn/ban-dat-xa-ba-trai/ban-at-chinh-chu-397m-mat-uong-huyen-vi-so-o-2025-mat-tien-21m-gia-7-5-ty-pr45314450,"Bán đất Ba Vì Suối Hai ~976m² - 21,63 mét ngang mặt đường huyện lớn - Sổ đỏ 2025","Thôn 5, Xã Ba Trại, Huyện Ba Vì, Hà Nội | (Xã Suối Hai, Hà Nội mới)","Thôn 5, Xã Ba Trại, Huyện Ba Vì, Hà Nội","(Xã Suối Hai, Hà Nội mới)","6,5 tỷ","~6,66 triệu/m²",,Ba Vì,"975,9 m²","21,63 m",7 m,,,,,Sổ đỏ/ Sổ hồng,10/06/2026,17/06/2026,Tin VIP Bạc,45314450,21.1263535635456,105.351706574141
https://batdongsan.com.vn/ban-dat-xa-thach-hoa-1/tai-inh-cu-bac-phu-cat-75m2-mat-tien-7m-bao-quanh-la-chung-cu-mini-gia-tot-chua-tung-co-pr45886988,Tái định cư Bắc Phú Cát 75m² - mặt tiền 7m - bao quanh là chung cư mini - giá tốt chưa từng có,"Khu Tái định cư Dân dụng Bắc Phú Cát, Xã Thạch Hòa, Huyện Thạch Thất, Hà Nội | (Xã Hòa Lạc, Hà Nội mới)","Khu Tái định cư Dân dụng Bắc Phú Cát, Xã Thạch Hòa, Huyện Thạch Thất, Hà Nội","(Xã Hòa Lạc, Hà Nội mới)",87 triệu/m²,"~6,52 tỷ",,Thạch Thất,75 m²,7 m,,,,,,Sổ đỏ/ Sổ hồng,10/06/2026,17/06/2026,Tin VIP Bạc,45886988,20.984131468744607,105.5308149755001
https://batdongsan.com.vn/ban-nha-rieng-duong-ha-yen-quyet-phuong-yen-hoa-2-7/gia-inh-len-rao-ban-thong-tran-kim-xuyen-trung-kinh-dt60m2-o-to-o-thoai-pr45886371,"Gia đình lên rao bán nhà riêng Hạ Yên Quyết thông Trần Kim Xuyến, Trung Kính DT60M2 Ô tô đỗ thoải","Đường Hạ Yên Quyết, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội | (Phường Yên Hòa, Hà Nội mới)","Đường Hạ Yên Quyết, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội","(Phường Yên Hòa, Hà Nội mới)","19,95 tỷ","~332,5 triệu/m²",,Cầu Giấy,60 m²,,10 m,,,6 tầng,,Sổ đỏ/ Sổ hồng,10/06/2026,17/06/2026,Tin VIP Bạc,45886371,21.0223670320362,105.797973634493
https://batdongsan.com.vn/ban-dat-xa-minh-phu-1/mo-ban-hang-phan-lo-hang-fo-nhinh-1-ty-la-ban-a-so-huu-lo-at-ep-tai-thinh-kim-anh-pr45886795,"Mở bán hàng phân lô hàng f0 nhỉnh 1 tỷ là bạn đã sở hữu lô đất đẹp tại Phú Thịnh, Kim Anh","Xã Minh Phú, Huyện Sóc Sơn, Hà Nội | (Xã Kim Anh, Hà Nội mới)","Xã Minh Phú, Huyện Sóc Sơn, Hà Nội","(Xã Kim Anh, Hà Nội mới)",Thỏa thuận,,,Sóc Sơn,102 m²,,,,,,,,10/06/2026,20/06/2026,Tin VIP Bạc,45886795,21.276614597546,105.777970172814
https://batdongsan.com.vn/ban-nha-rieng-duong-phu-do-phuong-phu-do-14/toi-ban-38m2-x-5-tang-oto-vao-tan-ngam-uoc-phao-hoa-thiet-ke-lay-sang-hien-ai-pr45865407,"Tôi bán nhà 38m2 x 5 tầng, ô tô vào tận nhà, ngắm được pháo hoa. Thiết kế lấy sáng hiện đại","ngõ 17 tổ 3, Đường Phú Đô, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội | (Phường Từ Liêm, Hà Nội mới)","ngõ 17 tổ 3, Đường Phú Đô, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội","(Phường Từ Liêm, Hà Nội mới)","9,5 tỷ",~250 triệu/m²,4 phòng,Nam Từ Liêm,38 m²,"3,8 m",4 m,Đông - Bắc,,5 tầng,,Sổ đỏ/ Sổ hồng,10/06/2026,17/06/2026,Tin VIP Bạc,45865407,21.0136366783233,105.768751064527
https://batdongsan.com.vn/ban-nha-rieng-duong-to-vinh-dien-phuong-khuong-dinh-5/ban-ngo-86-thanh-xuan-dt-60-65m2-7-tang-lo-goc-ngo-o-gia-28-5-ty-pr45886446,"Bán nhà ngõ 86 Tô Vĩnh Diện, Thanh Xuân: Dt 60/65m2, 7 tầng, Lô góc, ngõ ô tô, Giá 28.5 Tỷ","Đường Tô Vĩnh Diện, Phường Khương Đình, Quận Thanh Xuân, Hà Nội | (Phường Khương Đình, Hà Nội mới)","Đường Tô Vĩnh Diện, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","(Phường Khương Đình, Hà Nội mới)","28,5 tỷ",~475 triệu/m²,5 phòng,Thanh Xuân,60 m²,"5,2 m",6 m,,,5 tầng,,Sổ đỏ/ Sổ hồng,10/06/2026,17/06/2026,Tin VIP Bạc,45886446,20.9997523128647,105.820895724603
https://batdongsan.com.vn/ban-dat-duong-da-ton-xa-da-ton-11/can-ban-72m-ngoc-ong-a-cu-bat-trang-moi-ha-noi-pr45886432,SIÊU HIẾM Cần bán 72m Ngọc Động - Đa Tốn cũ (xã Bát Tràng mới) - Hà Nội.,"Ngọc Động, Đường Đa Tốn, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội | (Xã Bát Tràng, Hà Nội mới)","Ngọc Động, Đường Đa Tốn, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội","(Xã Bát Tràng, Hà Nội mới)","4,5 tỷ","~62,5 triệu/m²",,Gia Lâm,72 m²,"6,3 m","2,4 m",Bắc,,,,Sổ đỏ/ Sổ hồng,10/06/2026,17/06/2026,Tin VIP Bạc,45886432,20.9789474277168,105.941365064363
https://batdongsan.com.vn/ban-nha-rieng-duong-co-linh-phuong-long-bien-9/ban-tai-so-26-ngo-204-9-ty-44-6m2-4pn-3wc-pr45886342,"Nhà Làng Nha, KHU NỘI BỘ BIỆT LẬP chỉ 9 hộ có cổng riêng, ô tô tránh đỗ ngay cổng","số nhà 26 ngõ 204, Đường Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội | (Phường Long Biên, Hà Nội mới)","số nhà 26 ngõ 204, Đường Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội","(Phường Long Biên, Hà Nội mới)","9,1 tỷ","~204,04 triệu/m²",4 phòng,Long Biên,"44,6 m²","3,65 m",3 m,Tây - Nam,Tây - Nam,4 tầng,,Sổ đỏ/ Sổ hồng,10/06/2026,17/06/2026,Tin VIP Bạc,45886342,21.0277185041714,105.89252506559
https://batdongsan.com.vn/ban-nha-rieng-duong-van-cao-phuong-lieu-giai-2/7-ty-pho-ba-inh-ep-gan-pho-dt-30m-x-5-tang-xay-moi-pr45883005,"7 tỷ Phố Văn Cao, Ba Đình. Nhà đẹp, gần phố. Dt 30m x 5 tầng xây mới.","Đường Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội | (Phường Ngọc Hà, Hà Nội mới)","Đường Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội","(Phường Ngọc Hà, Hà Nội mới)",7 tỷ,"~233,33 triệu/m²",3 phòng,Ba Đình,30 m²,4 m,3 m,,,5 tầng,,Sổ đỏ/ Sổ hồng,10/06/2026,20/06/2026,Tin VIP Bạc,45883005,21.0405421642593,105.815852480607
https://batdongsan.com.vn/ban-dat-xa-nguyen-khe/ban-lo-goc-2-mat-tien-x2-canh-cho-lap-ghep-kinh-doanh-inh-80m2-pr45885880,"Bán lô góc 2 mặt tiền X2 Nguyên Khê, cạnh chợ Lắp Ghép, kinh doanh đỉnh, 80m2","Xã Nguyên Khê, Huyện Đông Anh, Hà Nội | (Xã Đông Anh, Hà Nội mới)","Xã Nguyên Khê, Huyện Đông Anh, Hà Nội","(Xã Đông Anh, Hà Nội mới)",160 triệu/m²,"~12,8 tỷ",,Đông Anh,80 m²,,,,,,,,10/06/2026,25/06/2026,Tin VIP Bạc,45885880,21.1558503186782,105.851129459113
https://batdongsan.com.vn/ban-dat-xa-yen-trung-3/chi-4-8tr-m2-ban-lo-at-1237m-200m-tho-cu-tai-xuan-ha-noi-pr45868729,"Chỉ 4,8tr/m2 bán lô đất 1237m2/200m2 thổ cư tại Yên Xuân, Hà Nội","Xã Yên Trung, Huyện Thạch Thất, Hà Nội | (Xã Yên Xuân, Hà Nội mới)","Xã Yên Trung, Huyện Thạch Thất, Hà Nội","(Xã Yên Xuân, Hà Nội mới)","4,8 triệu/m²","~5,94 tỷ",,Thạch Thất,1.237 m²,21 m,,,,,,Sổ đỏ chính chủ.,06/06/2026,21/06/2026,Tin VIP Bạc,45868729,20.9985832794664,105.421662998709
https://batdongsan.com.vn/ban-nha-rieng-pho-khuong-thuong-phuong-khuong-thuong-3/hiem-vip-lo-goc-ep-ngo-ep-oto-o-10m-pr45659451,Nhà hiếm - Phố VIP - Khương Thượng - Lô góc - Nhà đẹp ngõ đẹp - Oto đỗ 10m,"Phố Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội | (Phường Kim Liên, Hà Nội mới)","Phố Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội","(Phường Kim Liên, Hà Nội mới)","7,9 tỷ","~181,61 triệu/m²",,Đống Đa,"43,5 m²",,,,,,,Sổ đỏ/ Sổ hồng,10/06/2026,17/06/2026,Tin VIP Bạc,45659451,21.0043274911362,105.824884570635
https://batdongsan.com.vn/ban-nha-rieng-duong-cong-duc-phuong-hang-ma-1/ban-nr-ep-xuat-sac-tai-14-uc-126-ty-160m2-14pn-14wc-pr45885558,"Bán NR đẹp xuất sắc tại 14, Cổng Đục, 126 tỷ, 160m2, 14PN, 14WC","14, Đường Cổng Đục, Phường Hàng Mã, Quận Hoàn Kiếm, Hà Nội | (Phường Hoàn Kiếm, Hà Nội mới)","14, Đường Cổng Đục, Phường Hàng Mã, Quận Hoàn Kiếm, Hà Nội","(Phường Hoàn Kiếm, Hà Nội mới)",126 tỷ,"~787,5 triệu/m²",14 phòng,Hoàn Kiếm,160 m²,8 m,4 m,Đông - Bắc,Đông - Bắc,4 tầng,,Sổ đỏ/ Sổ hồng,10/06/2026,17/06/2026,Tin VIP Bạc,45885558,21.036686587045,105.846875059355
https://batdongsan.com.vn/ban-dat-xa-mai-lam/chinh-chu-can-chuyen-nhuong-47-3m2-le-ong-anh-hn-mat-tien-hau-4m-thong-so-vang-pr45871881,"Chính chủ gửi chuyển nhượng 47.3m² Lê Xá, Đông Anh, HN. Mặt tiền = hậu: 4m, thông số vàng","Lê Xá, Xã Mai Lâm, Huyện Đông Anh, Hà Nội | (Xã Đông Anh, Hà Nội mới)","Lê Xá, Xã Mai Lâm, Huyện Đông Anh, Hà Nội","(Xã Đông Anh, Hà Nội mới)","5,4 tỷ","~114,16 triệu/m²",,Đông Anh,"47,3 m²",4 m,"2,5 m",Đông - Nam,,,,Sổ đỏ/ Sổ hồng,07/06/2026,14/06/2026,Tin VIP Bạc,45871881,21.0923707533258,105.888768142007
https://batdongsan.com.vn/ban-nha-rieng-duong-ngo-quyen-phuong-la-khe-15/ban-7-9-ty-35m2-o-to-o-cua-cuc-hiem-pr45885169,"Bán nhà Ngô Quyền, 7.9 tỷ 35m², ô tô đỗ cửa, cực hiếm","Đường Ngô Quyền, Phường La Khê, Quận Hà Đông, Hà Nội | (Phường Hà Đông, Hà Nội mới)","Đường Ngô Quyền, Phường La Khê, Quận Hà Đông, Hà Nội","(Phường Hà Đông, Hà Nội mới)","7,9 tỷ","~225,71 triệu/m²",,Hà Đông,35 m²,,,,,,,,10/06/2026,17/06/2026,Tin VIP Bạc,45885169,20.9707087222266,105.762242064182
https://batdongsan.com.vn/ban-dat-pho-viet-hung-phuong-viet-hung-2-9/chinh-chu-can-ban-gap-manh-at-dt-65m2-mt-5m-cach-mot-nha-ra-uong-25m-o-to-trung-tam-pr45885021,"Chính chủ cần bán gấp mảnh đất Việt Hưng DT 65m, MT 5m gần đường 25m, ô tô, trung tâm phố.","Việt Hưng, Phố Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội | (Phường Việt Hưng, Hà Nội mới)","Việt Hưng, Phố Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội","(Phường Việt Hưng, Hà Nội mới)","10,5 tỷ","~161,54 triệu/m²",,Long Biên,65 m²,5 m,,,,,,Sổ vuông vắn.,10/06/2026,25/06/2026,Tin VIP Bạc,45885021,21.0527065750293,105.8987787283
https://batdongsan.com.vn/ban-nha-rieng-duong-phu-do-phuong-my-dinh-1-14/chinh-chu-ban-toa-chdv-inh-o-mat-ngo-o-to-60m-8t-full-noi-that-gia-nhinh-16-ty-tl-pr45866912,"Chính chủ bán toà nhà CHDV Mỹ Đình - Phú Đô, mặt ngõ ô tô, 60m*8T full nội thất, giá nhỉnh 16 tỷ TL","Đường Phú Đô, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội | (Phường Từ Liêm, Hà Nội mới)","Đường Phú Đô, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","(Phường Từ Liêm, Hà Nội mới)",16 tỷ,"~266,67 triệu/m²",17 phòng,Nam Từ Liêm,60 m²,,,,,8 tầng,,ĐÃ CÓ SỔ,06/06/2026,16/06/2026,Tin VIP Bạc,45866912,21.0219193978218,105.771978256623
https://batdongsan.com.vn/ban-nha-rieng-duong-minh-khai-phuong-mai-dong-1-8/sieu-pham-can-ho-dich-vu-hai-ba-trung-tien-san-thac-ngay-pr44927065,BÁN CHDV TẠI MINH KHAI - HOÀNG MAI - TÒA NHÀ XÂY MỚI ĐÃ VẬN HÀNH ỔN ĐỊNH,"Đường Minh Khai, Phường Mai Động, Quận Hoàng Mai, Hà Nội | (Phường Vĩnh Tuy, Hà Nội mới)","Đường Minh Khai, Phường Mai Động, Quận Hoàng Mai, Hà Nội","(Phường Vĩnh Tuy, Hà Nội mới)","13,5 tỷ","~184,93 triệu/m²",9 phòng,Hoàng Mai,73 m²,6 m,3 m,,,5 tầng,,Sổ đỏ/ Sổ hồng,10/06/2026,17/06/2026,Tin VIP Bạc,44927065,20.9954983435305,105.860029787817
https://batdongsan.com.vn/ban-nha-rieng-pho-nguyen-ngoc-vu-phuong-trung-hoa-4-7/can-ban-toa-7-tang-thang-may-tam-quan-cau-giay-sieu-pham-dong-tien-ep-nhat-gia-20-9-ty-pr45491211,"Cần bán tòa nhà 7 tầng thang máy trung tâm Quận Cầu Giấy siêu phẩm dòng tiền đẹp nhất giá 20,9 tỷ.","Phố Nguyễn Ngọc Vũ, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội | (Phường Yên Hòa, Hà Nội mới)","Phố Nguyễn Ngọc Vũ, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội","(Phường Yên Hòa, Hà Nội mới)","20,9 tỷ","~307,35 triệu/m²",,Cầu Giấy,68 m²,,,,,,,Sổ đỏ/ Sổ hồng,10/06/2026,17/06/2026,Tin VIP Bạc,45491211,21.0098079625126,105.802838183356
